customer_id,recency,frequency,monetary,r,f,m,score,segment
C00551,113,4,11567.28,2,3,2,7,Regular
C00552,34,3,9761.69,3,2,2,7,Regular
C00553,16,4,34800.43,4,3,4,11,Champions
C00554,137,2,14924.45,1,1,2,4,At Risk
C00555,125,3,12023.779999999999,2,2,2,6,Regular
C00556,59,4,19452.22,3,3,3,9,Loyal
C00557,112,4,12761.599999999999,2,3,2,7,Regular
C00558,146,3,21256.07,1,2,3,6,Regular
C00559,194,2,14566.8,1,1,2,4,At Risk
C00560,49,4,25698.7,3,3,4,10,Loyal
C00561,69,2,10779.04,3,1,2,6,Regular
C00562,108,5,25246.02,2,3,4,9,Loyal
C00563,131,5,10641.61,2,3,2,7,Regular
C00564,19,5,28500.93,4,3,4,11,Champions
C00565,149,4,19082.65,1,3,3,7,Regular
C00566,32,3,15213.08,3,2,2,7,Regular
C00567,163,4,14668.259999999998,1,3,2,6,Regular
C00568,12,4,13559.31,4,3,2,9,Loyal
C00569,46,3,13649.66,3,2,2,7,Regular
C00570,73,3,6219.57,2,2,1,5,At Risk
C00571,29,6,26568.8,3,4,4,11,Champions
C00572,52,3,9983.36,3,2,2,7,Regular
C00573,78,3,7751.05,2,2,1,5,At Risk
C00575,50,4,15484.8,3,3,2,8,Regular
C00576,38,3,20468.5,3,2,3,8,Regular
C00577,17,5,33419.61,4,3,4,11,Champions
C00578,38,5,35739.009999999995,3,3,4,10,Loyal
C00579,119,3,13773.69,2,2,2,6,Regular
C00580,16,5,23324.23,4,3,3,10,Loyal
C00581,25,3,22438.23,4,2,3,9,Loyal
C00582,258,1,2968.68,1,1,1,3,At Risk
C00583,7,4,23764.72,4,3,3,10,Loyal
C00584,48,4,14958.619999999999,3,3,2,8,Regular
C00585,83,6,25512.010000000002,2,4,4,10,Loyal
C00586,53,9,51547.52,3,4,4,11,Champions
C00587,176,3,17676.21,1,2,3,6,Regular
C00589,146,1,1262.01,1,1,1,3,At Risk
C00590,67,3,12108.030000000002,3,2,2,7,Regular
C00591,10,7,28795.87,4,4,4,12,Champions
C00592,298,1,6537.54,1,1,1,3,At Risk
C00593,157,1,4193.78,1,1,1,3,At Risk
C00594,30,7,35134.869999999995,3,4,4,11,Champions
C00595,33,7,26950.1,3,4,4,11,Champions
C00596,167,3,9944.26,1,2,2,5,At Risk
C00597,7,2,8500.560000000001,4,1,1,6,Regular
C00598,9,2,2317.54,4,1,1,6,Regular
C00599,230,1,1984.68,1,1,1,3,At Risk
C00600,14,10,54271.71,4,4,4,12,Champions
C00601,93,5,37645.58,2,3,4,9,Loyal
C00602,16,5,23111.07,4,3,3,10,Loyal
C00603,179,1,7584.77,1,1,1,3,At Risk
C00604,116,2,7249.29,2,1,1,4,At Risk
C00605,25,5,15532.96,4,3,2,9,Loyal
C00606,187,5,33350.8,1,3,4,8,Regular
C00607,128,4,37856.689999999995,2,3,4,9,Loyal
C00608,16,6,32114.149999999998,4,4,4,12,Champions
C00609,7,7,29138.6,4,4,4,12,Champions
C00610,100,2,7674.76,2,1,1,4,At Risk
C00611,9,3,3102.3900000000003,4,2,1,7,Regular
C00612,13,3,16997.4,4,2,3,9,Loyal
C00613,255,2,3757.08,1,1,1,3,At Risk
C00614,117,6,35066.45,2,4,4,10,Loyal
C00615,197,1,4889.09,1,1,1,3,At Risk
C00616,50,5,22212.18,3,3,3,9,Loyal
C00617,294,1,10161.04,1,1,2,4,At Risk
C00618,160,6,42476.5,1,4,4,9,Loyal
C00619,112,2,11471.91,2,1,2,5,At Risk
C00620,193,2,21546.6,1,1,3,5,At Risk
C00621,108,4,29059.52,2,3,4,9,Loyal
C00622,360,1,678.78,1,1,1,3,At Risk
C00623,94,6,17707.14,2,4,3,9,Loyal
C00624,144,6,32581.36,1,4,4,9,Loyal
C00625,280,1,6085.66,1,1,1,3,At Risk
C00626,16,4,9954.970000000001,4,3,2,9,Loyal
C00627,110,3,8806.070000000002,2,2,1,5,At Risk
C00628,222,2,10113.099999999999,1,1,2,4,At Risk
C00629,22,3,16613.15,4,2,3,9,Loyal
C00630,67,5,16431.010000000002,3,3,3,9,Loyal
C00631,73,2,5060.57,2,1,1,4,At Risk
C00632,40,5,18710.24,3,3,3,9,Loyal
C00633,23,4,11312.98,4,3,2,9,Loyal
C00634,13,4,20533.44,4,3,3,10,Loyal
C00635,73,3,23995.16,2,2,3,7,Regular
C00636,8,7,26448.920000000002,4,4,4,12,Champions
C00637,178,3,10824.67,1,2,2,5,At Risk
C00639,87,2,8225.44,2,1,1,4,At Risk
C00640,70,3,6368.07,2,2,1,5,At Risk
C00642,4,2,9139.09,4,1,1,6,Regular
C00643,144,2,10172.86,1,1,2,4,At Risk
C00644,30,6,32895.16,3,4,4,11,Champions
C00645,12,2,4498.9,4,1,1,6,Regular
C00646,9,6,45412.6,4,4,4,12,Champions
C00647,50,7,28658.34,3,4,4,11,Champions
C00648,205,1,10824.24,1,1,2,4,At Risk
C00649,93,2,9506.119999999999,2,1,1,4,At Risk
C00650,40,6,42313.72,3,4,4,11,Champions
C00651,26,4,12208.16,4,3,2,9,Loyal
C00652,35,2,27854.89,3,1,4,8,Regular
C00653,196,1,2422.91,1,1,1,3,At Risk
C00654,25,3,13441.03,4,2,2,8,Regular
C00655,90,1,4664.61,2,1,1,4,At Risk
C00656,257,1,7829.46,1,1,1,3,At Risk
C00657,9,6,15799.529999999999,4,4,2,10,Loyal
C00658,29,7,41090.08,3,4,4,11,Champions
C00659,2,5,13614.61,4,3,2,9,Loyal
C00660,3,3,9061.75,4,2,1,7,Regular
C00661,50,4,25073.96,3,3,4,10,Loyal
C00662,107,2,6347.9,2,1,1,4,At Risk
C00663,133,4,16649.85,1,3,3,7,Regular
C00664,138,2,9495.66,1,1,1,3,At Risk
C00665,6,5,29930.010000000002,4,3,4,11,Champions
C00666,127,7,44578.22,2,4,4,10,Loyal
C00667,221,2,13264.91,1,1,2,4,At Risk
C00668,15,4,12205.83,4,3,2,9,Loyal
C00669,242,1,1511.01,1,1,1,3,At Risk
C00670,146,3,16709.97,1,2,3,6,Regular
C00671,10,6,25175.62,4,4,4,12,Champions
C00672,163,3,20156.68,1,2,3,6,Regular
C00674,57,6,23597.600000000002,3,4,3,10,Loyal
C00675,52,4,11605.95,3,3,2,8,Regular
C00676,7,4,16826.95,4,3,3,10,Loyal
C00677,5,5,38207.53,4,3,4,11,Champions
C00678,27,4,23714.46,4,3,3,10,Loyal
C00679,283,2,9898.28,1,1,2,4,At Risk
C00680,117,5,17664.940000000002,2,3,3,8,Regular
C00681,11,7,42884.0,4,4,4,12,Champions
C00682,344,1,10355.11,1,1,2,4,At Risk
C00683,191,3,20392.1,1,2,3,6,Regular
C00684,29,4,11634.35,3,3,2,8,Regular
C00685,53,6,10377.74,3,4,2,9,Loyal
C00686,269,3,15706.7,1,2,2,5,At Risk
C00687,192,4,11926.5,1,3,2,6,Regular
C00688,23,2,8205.78,4,1,1,6,Regular
C00689,42,2,11993.220000000001,3,1,2,6,Regular
C00690,327,2,5424.73,1,1,1,3,At Risk
C00691,42,2,9977.68,3,1,2,6,Regular
C00692,29,4,16294.080000000002,3,3,3,9,Loyal
C00693,39,6,35935.82,3,4,4,11,Champions
C00694,51,3,11941.130000000001,3,2,2,7,Regular
C00695,101,2,9421.97,2,1,1,4,At Risk
C00696,24,1,9284.85,4,1,1,6,Regular
C00697,161,1,10614.38,1,1,2,4,At Risk
C00698,18,4,25680.96,4,3,4,11,Champions
C00699,138,3,33023.37,1,2,4,7,Regular
C00700,220,3,12985.33,1,2,2,5,At Risk
C00701,26,2,15021.0,4,1,2,7,Regular
C00702,299,2,11233.91,1,1,2,4,At Risk
C00703,18,5,21539.04,4,3,3,10,Loyal
C00704,74,2,13952.2,2,1,2,5,At Risk
C00705,68,4,15165.45,3,3,2,8,Regular
C00706,38,6,23624.12,3,4,3,10,Loyal
C00707,44,7,35919.28,3,4,4,11,Champions
C00708,61,3,12346.189999999999,3,2,2,7,Regular
C00709,32,3,11492.53,3,2,2,7,Regular
C00710,3,8,27196.039999999997,4,4,4,12,Champions
C00711,6,5,22989.43,4,3,3,10,Loyal
C00712,187,5,46322.29,1,3,4,8,Regular
C00713,159,2,7462.13,1,1,1,3,At Risk
C00714,36,9,35967.92,3,4,4,11,Champions
C00715,47,2,3649.64,3,1,1,5,At Risk
C00716,25,5,24200.28,4,3,3,10,Loyal
C00717,36,6,16445.5,3,4,3,10,Loyal
C00719,36,4,21842.52,3,3,3,9,Loyal
C00720,39,4,24956.74,3,3,4,10,Loyal
C00721,101,4,21042.59,2,3,3,8,Regular
C00722,274,4,16675.55,1,3,3,7,Regular
C00723,151,7,37463.56,1,4,4,9,Loyal
C00724,50,3,10735.75,3,2,2,7,Regular
C00725,1,7,22022.05,4,4,3,11,Champions
C00726,10,3,6499.45,4,2,1,7,Regular
C00727,15,2,7787.29,4,1,1,6,Regular
C00728,82,6,36338.08,2,4,4,10,Loyal
C00729,65,5,16073.71,3,3,2,8,Regular
C00730,78,2,6588.66,2,1,1,4,At Risk
C00731,45,3,14538.48,3,2,2,7,Regular
C00732,114,3,10607.66,2,2,2,6,Regular
C00733,28,6,38418.53,3,4,4,11,Champions
C00734,179,7,22966.69,1,4,3,8,Regular
C00735,129,6,35461.45,2,4,4,10,Loyal
C00736,10,7,31478.519999999997,4,4,4,12,Champions
C00737,147,2,22402.27,1,1,3,5,At Risk
C00738,28,6,16170.960000000001,3,4,2,9,Loyal
C00739,217,2,6079.94,1,1,1,3,At Risk
C00740,173,2,14276.58,1,1,2,4,At Risk
C00741,29,6,14907.789999999999,3,4,2,9,Loyal
C00742,64,7,37590.08,3,4,4,11,Champions
C00743,339,1,3771.42,1,1,1,3,At Risk
C00744,200,4,24229.32,1,3,3,7,Regular
C00745,74,5,25959.89,2,3,4,9,Loyal
C00746,13,4,33301.36,4,3,4,11,Champions
C00747,41,6,18851.86,3,4,3,10,Loyal
C00748,77,1,4013.55,2,1,1,4,At Risk
C00749,42,7,35169.17,3,4,4,11,Champions
C00750,10,7,24075.809999999998,4,4,3,11,Champions
C00751,53,3,9879.68,3,2,2,7,Regular
C00752,58,7,35581.55,3,4,4,11,Champions
C00753,152,3,12654.95,1,2,2,5,At Risk
C00754,40,1,8644.94,3,1,1,5,At Risk
C00755,219,2,7807.27,1,1,1,3,At Risk
C00756,59,5,21042.58,3,3,3,9,Loyal
C00757,222,1,7085.9,1,1,1,3,At Risk
C00758,5,2,6531.88,4,1,1,6,Regular
C00760,35,7,30261.46,3,4,4,11,Champions
C00761,14,3,32536.79,4,2,4,10,Loyal
C00762,220,2,12318.32,1,1,2,4,At Risk
C00763,40,3,9665.1,3,2,2,7,Regular
C00764,182,5,29807.54,1,3,4,8,Regular
C00765,31,5,28923.29,3,3,4,10,Loyal
C00766,21,8,57672.56,4,4,4,12,Champions
C00767,38,5,15091.65,3,3,2,8,Regular
C00768,206,5,24560.27,1,3,3,7,Regular
C00770,234,1,3581.7,1,1,1,3,At Risk
C00771,116,4,14822.42,2,3,2,7,Regular
C00772,61,6,29326.92,3,4,4,11,Champions
C00773,79,7,31011.160000000003,2,4,4,10,Loyal
C00774,21,3,14880.289999999999,4,2,2,8,Regular
C00775,101,3,17204.32,2,2,3,7,Regular
C00776,155,3,29983.44,1,2,4,7,Regular
C00777,74,4,29823.69,2,3,4,9,Loyal
C00778,64,5,17164.93,3,3,3,9,Loyal
C00779,54,2,8100.43,3,1,1,5,At Risk
C00780,49,3,28811.789999999997,3,2,4,9,Loyal
C00781,136,2,9075.810000000001,1,1,1,3,At Risk
C00782,9,4,7837.74,4,3,1,8,Regular
C00783,231,1,1988.82,1,1,1,3,At Risk
C00784,43,4,14454.45,3,3,2,8,Regular
C00785,92,3,13557.35,2,2,2,6,Regular
C00786,20,3,10568.65,4,2,2,8,Regular
C00787,97,2,15654.119999999999,2,1,2,5,At Risk
C00788,83,4,9418.76,2,3,1,6,Regular
C00789,23,4,22243.07,4,3,3,10,Loyal
C00790,171,4,28141.06,1,3,4,8,Regular
C00791,67,4,15162.279999999999,3,3,2,8,Regular
C00792,101,2,6737.889999999999,2,1,1,4,At Risk
C00793,6,4,29125.25,4,3,4,11,Champions
C00794,91,4,26953.18,2,3,4,9,Loyal
C00795,5,6,43867.55,4,4,4,12,Champions
C00796,66,3,20886.83,3,2,3,8,Regular
C00797,239,2,3310.0699999999997,1,1,1,3,At Risk
C00798,47,3,18672.300000000003,3,2,3,8,Regular
C00799,66,2,4505.13,3,1,1,5,At Risk
C00800,238,1,3156.36,1,1,1,3,At Risk
C00801,128,1,4621.53,2,1,1,4,At Risk
C00802,243,3,15460.439999999999,1,2,2,5,At Risk
C00803,42,6,31809.989999999998,3,4,4,11,Champions
C00804,198,2,13142.44,1,1,2,4,At Risk
C00805,77,1,267.74,2,1,1,4,At Risk
C00806,208,4,12193.89,1,3,2,6,Regular
C00807,178,5,23158.969999999998,1,3,3,7,Regular
C00808,129,2,11663.150000000001,2,1,2,5,At Risk
C00809,43,2,9554.39,3,1,1,5,At Risk
C00810,61,1,3681.91,3,1,1,5,At Risk
C00812,120,6,32666.93,2,4,4,10,Loyal
C00813,34,7,21539.91,3,4,3,10,Loyal
C00814,167,2,5849.6,1,1,1,3,At Risk
C00815,37,2,4283.17,3,1,1,5,At Risk
C00816,103,2,7025.199999999999,2,1,1,4,At Risk
C00817,87,1,9564.54,2,1,2,5,At Risk
C00818,145,5,17612.27,1,3,3,7,Regular
C00819,55,4,23157.23,3,3,3,9,Loyal
C00820,12,4,31427.559999999998,4,3,4,11,Champions
C00821,145,5,14702.27,1,3,2,6,Regular
C00822,9,4,15422.83,4,3,2,9,Loyal
C00823,9,7,56468.520000000004,4,4,4,12,Champions
C00824,44,3,5520.32,3,2,1,6,Regular
C00825,58,7,32020.6,3,4,4,11,Champions
C00826,97,5,27597.14,2,3,4,9,Loyal
C00827,9,3,10778.91,4,2,2,8,Regular
C00828,104,4,23709.28,2,3,3,8,Regular
C00829,213,1,5813.41,1,1,1,3,At Risk
C00830,101,4,18577.03,2,3,3,8,Regular
C00831,109,4,23169.64,2,3,3,8,Regular
C00832,117,4,37490.420000000006,2,3,4,9,Loyal
C00833,98,4,17293.32,2,3,3,8,Regular
C00834,37,3,12777.880000000001,3,2,2,7,Regular
C00835,155,7,40418.65,1,4,4,9,Loyal
C00836,10,3,16665.69,4,2,3,9,Loyal
C00837,186,1,2409.6,1,1,1,3,At Risk
C00838,32,2,3981.94,3,1,1,5,At Risk
C00839,87,3,13942.73,2,2,2,6,Regular
C00840,230,4,17570.699999999997,1,3,3,7,Regular
C00841,134,4,16337.82,1,3,3,7,Regular
C00842,13,10,39501.04,4,4,4,12,Champions
C00843,95,4,18614.48,2,3,3,8,Regular
C00844,89,5,29825.87,2,3,4,9,Loyal
C00845,117,3,17328.36,2,2,3,7,Regular
C00846,4,5,16486.55,4,3,3,10,Loyal
C00847,81,1,4360.09,2,1,1,4,At Risk
C00848,50,4,11363.37,3,3,2,8,Regular
C00849,13,6,32443.289999999997,4,4,4,12,Champions
C00850,198,3,9576.3,1,2,2,5,At Risk
C00851,20,6,26115.059999999998,4,4,4,12,Champions
C00852,14,2,6745.76,4,1,1,6,Regular
C00853,18,4,18757.75,4,3,3,10,Loyal
C00854,5,6,30472.15,4,4,4,12,Champions
C00855,65,5,23818.22,3,3,3,9,Loyal
C00856,77,5,15034.02,2,3,2,7,Regular
C00857,63,3,12898.68,3,2,2,7,Regular
C00858,67,2,1616.53,3,1,1,5,At Risk
C00859,56,3,9098.86,3,2,1,6,Regular
C00860,33,5,21465.64,3,3,3,9,Loyal
C00861,172,7,20620.46,1,4,3,8,Regular
C00862,49,3,16040.37,3,2,2,7,Regular
C00863,359,1,2380.98,1,1,1,3,At Risk
C00864,12,6,45732.13,4,4,4,12,Champions
C00865,6,6,36096.48,4,4,4,12,Champions
C00866,3,3,12530.95,4,2,2,8,Regular
C00867,93,6,23640.04,2,4,3,9,Loyal
C00868,60,3,11462.74,3,2,2,7,Regular
C00869,35,7,26280.98,3,4,4,11,Champions
C00870,20,6,27456.5,4,4,4,12,Champions
C00871,112,2,9292.96,2,1,1,4,At Risk
C00872,156,2,7067.38,1,1,1,3,At Risk
C00873,7,4,24680.04,4,3,3,10,Loyal
C00874,57,7,20041.329999999998,3,4,3,10,Loyal
C00875,28,1,1979.74,3,1,1,5,At Risk
C00876,234,3,33982.12,1,2,4,7,Regular
C00877,54,3,3732.81,3,2,1,6,Regular
C00878,154,4,31424.2,1,3,4,8,Regular
C00879,133,5,38659.95,1,3,4,8,Regular
C00880,26,4,30767.96,4,3,4,11,Champions
C00881,127,4,19761.88,2,3,3,8,Regular
C00883,6,5,26267.16,4,3,4,11,Champions
C00884,46,3,6639.530000000001,3,2,1,6,Regular
C00885,117,4,16284.72,2,3,3,8,Regular
C00886,10,7,31019.510000000002,4,4,4,12,Champions
C00887,97,5,16741.75,2,3,3,8,Regular
C00888,89,1,5371.09,2,1,1,4,At Risk
C00889,27,5,28095.82,4,3,4,11,Champions
C00890,26,3,15418.150000000001,4,2,2,8,Regular
C00891,159,5,32821.67,1,3,4,8,Regular
C00892,55,2,5378.200000000001,3,1,1,5,At Risk
C00893,42,4,16351.86,3,3,3,9,Loyal
C00894,99,5,40207.71,2,3,4,9,Loyal
C00895,61,3,10810.440000000002,3,2,2,7,Regular
C00896,127,2,18838.04,2,1,3,6,Regular
C00897,16,5,36173.479999999996,4,3,4,11,Champions
C00898,33,4,17245.399999999998,3,3,3,9,Loyal
C00899,52,10,66366.17,3,4,4,11,Champions
C00900,88,5,22967.67,2,3,3,8,Regular
C00901,131,4,28476.45,2,3,4,9,Loyal
C00903,62,5,28410.57,3,3,4,10,Loyal
C00904,130,3,8818.45,2,2,1,5,At Risk
C00905,8,7,20233.83,4,4,3,11,Champions
C00906,6,7,29233.87,4,4,4,12,Champions
C00907,24,4,11106.03,4,3,2,9,Loyal
C00908,38,5,23322.63,3,3,3,9,Loyal
C00909,169,4,17424.760000000002,1,3,3,7,Regular
C00910,122,3,16987.55,2,2,3,7,Regular
C00911,121,7,42363.83,2,4,4,10,Loyal
C00912,155,2,4119.89,1,1,1,3,At Risk
C00914,250,2,6674.139999999999,1,1,1,3,At Risk
C00915,23,3,15402.619999999999,4,2,2,8,Regular
C00916,329,1,581.5,1,1,1,3,At Risk
C00917,184,3,5025.98,1,2,1,4,At Risk
C00918,3,5,18557.67,4,3,3,10,Loyal
C00919,5,3,9254.21,4,2,1,7,Regular
C00920,75,3,13709.16,2,2,2,6,Regular
C00921,135,3,12882.830000000002,1,2,2,5,At Risk
C00922,77,6,29526.82,2,4,4,10,Loyal
C00923,183,5,21254.289999999997,1,3,3,7,Regular
C00924,119,4,19711.77,2,3,3,8,Regular
C00925,58,4,7743.639999999999,3,3,1,7,Regular
C00926,145,4,11860.52,1,3,2,6,Regular
C00927,37,6,20981.68,3,4,3,10,Loyal
C00928,34,4,16623.13,3,3,3,9,Loyal
C00929,16,5,21194.9,4,3,3,10,Loyal
C00930,132,2,10649.09,2,1,2,5,At Risk
C00931,4,4,24990.07,4,3,4,11,Champions
C00932,75,5,16372.44,2,3,3,8,Regular
C00933,33,4,25251.11,3,3,4,10,Loyal
C00934,116,5,24511.04,2,3,3,8,Regular
C00935,51,3,20304.23,3,2,3,8,Regular
C00936,272,1,8461.04,1,1,1,3,At Risk
C00937,59,3,24825.58,3,2,4,9,Loyal
C00938,2,6,27649.510000000002,4,4,4,12,Champions
C00939,206,1,2811.09,1,1,1,3,At Risk
C00940,38,3,13794.9,3,2,2,7,Regular
C00941,68,2,8718.59,3,1,1,5,At Risk
C00942,26,6,41581.67,4,4,4,12,Champions
C00943,14,3,12247.13,4,2,2,8,Regular
C00944,21,7,28784.9,4,4,4,12,Champions
C00945,69,6,39037.45,3,4,4,11,Champions
C00946,132,1,2193.16,2,1,1,4,At Risk
C00947,169,3,3907.79,1,2,1,4,At Risk
C00948,58,4,20989.02,3,3,3,9,Loyal
C00949,44,5,12532.64,3,3,2,8,Regular
C00950,55,6,20108.08,3,4,3,10,Loyal
C00951,129,2,1933.0,2,1,1,4,At Risk
C00952,8,7,36142.99,4,4,4,12,Champions
C00953,2,3,16472.61,4,2,3,9,Loyal
C00954,28,4,13211.14,3,3,2,8,Regular
C00955,21,3,17275.11,4,2,3,9,Loyal
C00956,103,1,3405.21,2,1,1,4,At Risk
C00957,96,3,10643.48,2,2,2,6,Regular
C00958,15,4,21448.239999999998,4,3,3,10,Loyal
C00959,94,4,13257.67,2,3,2,7,Regular
C00960,348,1,1996.91,1,1,1,3,At Risk
C00961,141,3,26951.06,1,2,4,7,Regular
C00962,5,7,24640.8,4,4,3,11,Champions
C00963,24,7,40248.77,4,4,4,12,Champions
C00964,2,4,17158.54,4,3,3,10,Loyal
C00965,80,6,24627.93,2,4,3,9,Loyal
C00966,92,3,13344.74,2,2,2,6,Regular
C00967,15,6,49562.4,4,4,4,12,Champions
C00968,34,7,22259.27,3,4,3,10,Loyal
C00969,102,1,1032.6,2,1,1,4,At Risk
C00970,111,7,41829.57,2,4,4,10,Loyal
C00971,303,2,15811.41,1,1,2,4,At Risk
C00972,24,5,22399.6,4,3,3,10,Loyal
C00973,172,3,7803.73,1,2,1,4,At Risk
C00974,244,4,24242.08,1,3,3,7,Regular
C00975,35,5,34074.98,3,3,4,10,Loyal
C00976,140,3,27908.38,1,2,4,7,Regular
C00977,67,3,24651.260000000002,3,2,3,8,Regular
C00978,4,6,45671.41,4,4,4,12,Champions
C00979,106,4,13446.11,2,3,2,7,Regular
C00980,14,1,5513.31,4,1,1,6,Regular
C00981,165,3,11410.85,1,2,2,5,At Risk
C00982,297,3,6322.16,1,2,1,4,At Risk
C00983,9,4,5596.48,4,3,1,8,Regular
C00984,111,5,13058.47,2,3,2,7,Regular
C00985,168,5,15360.15,1,3,2,6,Regular
C00986,12,3,9208.890000000001,4,2,1,7,Regular
C00987,100,4,20990.81,2,3,3,8,Regular
C00988,217,3,21362.989999999998,1,2,3,6,Regular
C00989,97,3,17853.37,2,2,3,7,Regular
C00990,94,4,11280.039999999999,2,3,2,7,Regular
C00991,11,7,18480.07,4,4,3,11,Champions
C00992,51,4,11665.38,3,3,2,8,Regular
C00993,74,6,40817.15,2,4,4,10,Loyal
C00994,37,5,34317.71,3,3,4,10,Loyal
C00995,83,3,12281.080000000002,2,2,2,6,Regular
C00996,32,4,24523.73,3,3,3,9,Loyal
C00997,61,4,29948.57,3,3,4,10,Loyal
C00998,15,1,2348.51,4,1,1,6,Regular
C00999,15,5,17661.68,4,3,3,10,Loyal
C01000,8,3,7645.09,4,2,1,7,Regular
C01001,58,6,20583.44,3,4,3,10,Loyal
C01002,8,2,6232.87,4,1,1,6,Regular
C01003,16,10,31853.23,4,4,4,12,Champions
C01004,124,2,12176.86,2,1,2,5,At Risk
C01005,7,2,9948.49,4,1,2,7,Regular
C01006,13,2,2223.35,4,1,1,6,Regular
C01007,80,5,27576.739999999998,2,3,4,9,Loyal
C01008,159,3,22644.27,1,2,3,6,Regular
C01009,113,2,12418.24,2,1,2,5,At Risk
C01010,1,2,18936.82,4,1,3,8,Regular
C01011,121,6,20504.12,2,4,3,9,Loyal
C01012,208,2,13352.390000000001,1,1,2,4,At Risk
C01013,67,2,5159.01,3,1,1,5,At Risk
C01014,29,1,2006.3,3,1,1,5,At Risk
C01015,42,5,31372.079999999998,3,3,4,10,Loyal
C01016,23,3,18657.510000000002,4,2,3,9,Loyal
C01017,13,7,34522.64,4,4,4,12,Champions
C01018,41,6,34528.79,3,4,4,11,Champions
C01019,42,7,40034.08,3,4,4,11,Champions
C01020,92,3,13386.86,2,2,2,6,Regular
C01021,15,5,20956.64,4,3,3,10,Loyal
C01022,12,6,39671.29,4,4,4,12,Champions
C01023,73,2,13302.69,2,1,2,5,At Risk
C01024,14,2,6175.38,4,1,1,6,Regular
C01025,112,5,31231.3,2,3,4,9,Loyal
C01026,81,4,10957.52,2,3,2,7,Regular
C01027,110,6,33579.270000000004,2,4,4,10,Loyal
C01028,35,8,31859.71,3,4,4,11,Champions
C01029,111,4,11468.01,2,3,2,7,Regular
C01030,36,5,26731.53,3,3,4,10,Loyal
C01031,11,4,26343.989999999998,4,3,4,11,Champions
C01032,14,9,37736.93,4,4,4,12,Champions
C01033,28,4,21729.16,3,3,3,9,Loyal
C01034,25,4,11878.910000000002,4,3,2,9,Loyal
C01035,194,5,11098.539999999999,1,3,2,6,Regular
C01036,5,2,10058.39,4,1,2,7,Regular
C01037,139,2,5887.379999999999,1,1,1,3,At Risk
C01038,1,5,15513.75,4,3,2,9,Loyal
C01039,148,4,19603.79,1,3,3,7,Regular
C01040,20,6,18578.95,4,4,3,11,Champions
C01041,100,3,12320.289999999999,2,2,2,6,Regular
C01042,53,4,33711.67,3,3,4,10,Loyal
C01044,17,4,12480.11,4,3,2,9,Loyal
C01045,101,4,12847.65,2,3,2,7,Regular
C01046,22,3,15471.39,4,2,2,8,Regular
C01047,302,3,4326.29,1,2,1,4,At Risk
C01048,287,1,3171.15,1,1,1,3,At Risk
C01049,163,3,14819.05,1,2,2,5,At Risk
C01050,95,4,10806.98,2,3,2,7,Regular
C01051,155,4,14875.820000000002,1,3,2,6,Regular
C01052,270,4,14658.400000000001,1,3,2,6,Regular
C01053,181,4,10469.27,1,3,2,6,Regular
C01054,296,4,17292.04,1,3,3,7,Regular
C01055,63,5,39588.37,3,3,4,10,Loyal
C01056,20,2,13411.2,4,1,2,7,Regular
C01057,26,7,29919.64,4,4,4,12,Champions
C01058,145,1,8368.78,1,1,1,3,At Risk
C01059,18,4,20854.93,4,3,3,10,Loyal
C01060,7,3,12236.67,4,2,2,8,Regular
C01061,22,2,5309.04,4,1,1,6,Regular
C01062,175,1,1258.82,1,1,1,3,At Risk
C01063,10,1,5783.35,4,1,1,6,Regular
C01064,119,2,2307.13,2,1,1,4,At Risk
C01065,7,4,21089.01,4,3,3,10,Loyal
C01066,23,5,20710.88,4,3,3,10,Loyal
C01067,28,7,31247.22,3,4,4,11,Champions
C01069,252,1,4646.84,1,1,1,3,At Risk
C01070,323,1,8904.16,1,1,1,3,At Risk
C01071,14,5,20197.89,4,3,3,10,Loyal
C01072,106,3,12075.67,2,2,2,6,Regular
C01073,48,5,15293.82,3,3,2,8,Regular
C01074,81,3,15641.78,2,2,2,6,Regular
C01075,9,2,14861.189999999999,4,1,2,7,Regular
C01076,150,2,7932.61,1,1,1,3,At Risk
C01077,7,2,9206.289999999999,4,1,1,6,Regular
C01078,202,2,11212.48,1,1,2,4,At Risk
C01079,129,4,24576.42,2,3,3,8,Regular
C01080,75,8,21598.86,2,4,3,9,Loyal
C01081,218,1,15141.85,1,1,2,4,At Risk
C01082,158,2,10952.72,1,1,2,4,At Risk
C01083,109,4,14663.11,2,3,2,7,Regular
C01084,21,3,12425.75,4,2,2,8,Regular
C01085,81,3,10729.38,2,2,2,6,Regular
C01086,192,3,14841.599999999999,1,2,2,5,At Risk
C01087,61,2,8392.06,3,1,1,5,At Risk
C01088,7,4,20127.13,4,3,3,10,Loyal
C01089,42,2,9557.849999999999,3,1,1,5,At Risk
C01091,81,2,7967.5,2,1,1,4,At Risk
C01092,79,5,32457.550000000003,2,3,4,9,Loyal
C01093,10,3,8772.21,4,2,1,7,Regular
C01094,229,2,10973.21,1,1,2,4,At Risk
C01095,1,4,13719.91,4,3,2,9,Loyal
C01096,133,3,22694.18,1,2,3,6,Regular
C01097,62,4,20734.15,3,3,3,9,Loyal
C01098,60,2,13012.449999999999,3,1,2,6,Regular
C01099,16,5,23349.010000000002,4,3,3,10,Loyal
C01100,86,8,34138.42,2,4,4,10,Loyal
C01101,14,2,6322.17,4,1,1,6,Regular
C01102,193,1,6945.05,1,1,1,3,At Risk
